product_code,product_name,regular_unit_price(inr),product_code,barcode_img
SAT2,4 SACHET,31.45,SAT2,"<img alt='' src='data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASkAAADIEAQAAABObwPZAAAABGdBTUEAALGPC/xhBQAAACBjSFJNAAB6JgAAgIQAAPoAAACA6AAAdTAAAOpgAAA6mAAAF3CculE8AAAAAmJLR0T//xSrMc0AAAsbSURBVHja7d15kBTlGYDxZ5FLUJRDS7SieCBEhHhEiYqKR7yNRxAVrRjxQg2eUfHkEBAiBiWKASXxKCyDtyYx8cKUaBERFcQqEUGNCoquHMIKiHT+wCqY7ZnZWXZm9x18flVTu3z9dffXQ+1TM8PsUJEkSYIkBdWooRcgSfkYKUmhGSlJoRkpSaEZKUmhGSlJoRkpSaEZKUmhGSlJoRkpSaEZKUmhGSlJoRkpSaEZKUmhGSlJoRkpSaEZKUmhGSlJoRkpSaEZKUmhGSlJoRkpSaEZKUmhGSlJoRkpSaEZKUmhGSlJoRkpSaEZKUmhNW6oE1dUZB9Pkuxz1h/PdZxcc4q1hlxqu+ZC1l+X4+RaW33eD3W53kKOWZf11Od9HuHvsbZrq8saSsFHUpJCM1KSQjNSkkIzUpJCM1KSQjNSkkIzUpJCM1KSQjNSkkIzUpJCM1KSQjNSkkIzUpJCM1KSQjNSkkIzUpJCM1KSQjNSkkIzUpJCM1KSQjNSkkIzUpJCM1KSQjNSkkIzUpJCM1KSQjNSkkIzUpJCM1KSQjNSkkIzUpJCM1KSQjNSkkIzUpJCM1KSQjNSkkIzUpJCM1KSQjNSkkIzUpJCM1KSQjNSkkIzUpJCM1KSQjNSkkIzUpJCM1KSQjNSkkIzUpJCM1KSQjNSkkIzUpJCM1KSQjNSkkIzUpJCM1KSQjNSkkIzUpJCM1KSQjNSkkIzUpJCM1KSQjNSkkIzUpJCM1KSQjNSkkIzUpJCM1KSQjNSkkIzUpJCM1KSQjNSkkIzUpJCM1KSQjNSkkIzUpJCM1KSQjNSkkIzUpJCM1KSQjNSkkIzUpJCM1KSQjNSkkIzUpJCM1KSQjNSkkIzUpJCM1KSQjNSkkIzUpJCM1KSQjNSkkIzUpJCM1KSQjNSkkIzUpJCM1KSQjNSkkKrSJIkaehFSFIuPpKSFJqRkhSakZIUmpGSFJqRkhSakZIUmpGSFJqRkhSakZIUmpGSFJqRkhSakZIUmpGSFJqRkhSakZIUmpGSFJqRkhSakZIUmpGSFJqRkhSakZIUmpGSFJqRkhSakZIUmpGSFJqRkhSakZIUmpGSFJqRkhSakZIUmpHaSFTtB1ctgPYnQ0VF9tuO/WD8Q7BywYad4+hDsx+3ql967uBpuddRl5t+fIzURuDa26DlVBi1LXz+RO55H42DC86A5tvChHdqf57n9sk+/vR5DXftSyZC/87Q+sDsUes6BqatbLj1qe6MVJnr2RVG/L72+53bDU5vDySFzf/HFrDmD9m3DRqdHmsyrfTXPu5IaN0N7pwNi6dknzPrUti3OezdCJbdXvo1qfiMVBm76hn4z6wN3//hz+HGXQubO/CY3NtmT4TFR2eO7f5x8a+3ydXrvh93A/R7DpJuhe37ZgJbXwZVJxZ/XSotI1WmVk6AUf9Nj3d8AKZeC1X7w5qlsKYLLHsCZn0Fex6enj/0A6i8Jf+5vm8E0x/OP2fi6Zl//tVISJLct9WL0scYuDD/PqtGrp23YAX0G1b7++zbCjikDlFXwzBSZer+s4FqP6jHz4L3z4Tuw2HTV6Fic6iYBS1PhC5t4c3nYeim6WNNODr/ue59v+b1DO5df9d+Rpanl23ugpkHQzIDks9g+acwds/0vNfnwmvz62+tqjsjVaYmvZUem9gUqOFfwK7/DNr1yRy748n8+4wckB47udojqy83hc+b1cOFPwyTq70Q3vgymD8Aur4MdAO2hRbbwYVvwtTd0ocYdXk9rFNFY6TK1GcdMv/ctAls3rGAHVvDQXMyh+YPzj39my/hw8cyx3peCcPapOeO60fJff0CUG29j3SHZkuzz+/+Luz0dObYE5NKv04Vj5EqU5tXe6q36jtY9Uxh+160W2HzAG59MD026EPoPDw9PnwU8GZpr3v66emxA5vk3+egzqVdk0rLSJWp/Remx3qPgapba973sPvSL0rnMvb+9FiPfwGToVfPzPFVTWHuJaW97q9OS4+16pp/n8otSrsmlZaRKlO/qUqPPfUCtLwajhoHM5bA96fW7RyfbgGVMzPHzpwBmyxf+/2wHul9Rp9T2uveuT9s1W7dbacV0GRe/n2er/b2ie0XoTJipMrUXo9Dt+ezb/t3P9hjS2g8CXbcBm65Hr44ABhfu3MM2jk9NmC99z/tOg/YJXP7XX0hOat0173vTbDwy3W3uc2Ao3LPP/dsWDE9c+ysP5dufSq+iiRJCnzPsaJZMAZ2+QlUnVz4Pj0GwG2rYd/OQA2Pelq0gW/Xe9RRcSqsWQI8u26s91x4pFqo3toK9liY/9jfL4bGrTPHBi6EQVsV575JEvjt/+CBDulty8dCiwuLcx6Vno+kylj7S6DyIOhRizcoThkB3UdB07thQp7Xct5+NzNQAAN6khEogGFD0/vecmfD3i+vbglbDc4eqJEPGahyY6TKXPO28EoXWNQHRhwH7fcsbL/vpsO5s+D8ycBx6e3XZ3kkdHGWp1Ud25B6U+mkU2H1H+v/vph/Jvx8KPRYApVZ3lZxxSS4+vTaH1cNy6d7G6GqoTBtPvz1UJjYCFb/Ov/8q7vByBmZY5vMgTUF/l5fNpPfgp575N5e7Kd7l+0Bd8zIvf2mljB42YZfjxqOkdrYLYXKF+GpJjDkE/j4ouzTvvg7bH3s2u+fXQnHNK/baQ9tAy9W5t5erEi9vwp+sRks+i779lanwNTx8NMti3WHqr75dK8MVb0Db4xde3t7JczP95pUK2h7EvQ9Dj66EGb2glZZ3nA5+rV13w9sQ5299DWs6FP34+Qz4RTo1Cx3oO75Jywaa6DKXeOGXoBqb9h+MPyH9ypx8dovycfA9jXv2/URmHcdtKs2/nL3tV/XdIdpTYGqmo9Vk2d7wUklug/G7wgXfJR9242XwfVHQ7MjSnRy1SsfSZWhzlkCsmZN4fu3HQ5tx2WOvfHt2q9/uQ9YnLnt8kNgUZL/NufK9HkGvVCa6/9gBFzwbXp8t6dh/kwYMtpAbUyMVBna66n02NyptTvG8mp/8x1++AXdEYek5156EmxJ/tsuvWGTtpn7zbwblr5S/Os/7XLgi8yx/mfCu92gfdcNOqQCM1JlaKcsP4invgQU+GmYr8yGFdU+l7xHJ1h2Gsyt9sPf6lLYoX8BB90Xzts7PfzIwcW99iXbwPRqL+r3PhzGPAjsUNxzKQZfkypDm3aAvafA9PV+d+6te+CE1fDYk9D469z7ftQHDn88PX7Vs3Bblo96GTi58HXdtBCq/8bJoF/W+Mb2Wrm1F3BX5tiQY2H27YXt3/heaH0HtDmsiItSaSUqS/PG5/6g3T5PJ8lzZyXJvKVJ8kn/JJkyIkn+9FKS/OyI7PM7dUmSZHGStLs5va2yV+3W1aJ3+hgLr0jPW70oPW/gwpqPv0+jfB8wXNit5ZyG/ttTbfg+qTI2uh1cUVn343w4AZpWwHZ9M8c7bgfvf1q7Yw3sDkNezxwb0RGuqfYRxBv6PqnNb4BlG/D55utrOQeW7VK3Y6j++JpUGbv8Kxj2Wd2OMbUldOgLj45Jbxtydu2Pd2mW/xxi6O7Fu+blfszKj46vSZW567aFI1vA8cfAgkcL32///eGJN2DrH35VpMvvoNe5mXNOuLn262kDnH8xfL3e60bNrknPq8jynz80fg+o4ZFUMrYU96Ii8+nexuI7eG8cjO8If1sG83ulpxzwNhx/K5yzG7S7rqEXvGG+6QTfz67bMZpuBi38Pb6yYaQkheZrUpJCM1KSQjNSkkIzUpJCM1KSQjNSkkIzUpJCM1KSQjNSkkIzUpJC+z9EvaIyXjmXnwAAAABJRU5ErkJggg==' />"
SAT1,4LW SACHET,25.4,SAT1,"<img alt='' src='data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASkAAADIEAAAAADBDZSOAAAABGdBTUEAALGPC/xhBQAAACBjSFJNAAB6JgAAgIQAAPoAAACA6AAAdTAAAOpgAAA6mAAAF3CculE8AAAAAmJLR0T//xSrMc0AAAe3SURBVHja7dx/cBTlHcfx7yHEQkeKCXZM6wi0BhxiqD9mZERqY0qH4kAdbAqVdqaWoqXFQh2KRGgltCQGQZ06MQoKatuggqKVttDaATtQpRILYurIOAhpBUSo/DCEAGm2f2yey13uR2L85DZZ3q/8kWf32XvudnnP3eXIJOJ5Bgj1CvoBIGxICmIkBTGSghhJQYykIEZSECMpiJEUxEgKYiQFMZKCGElBjKQgRlIQIymIkRTESApiJAUxkoIYSUGMpCBGUhAjKYiRFMRICmIkBTGSghhJQaz3J7lxJNI69v8CjL8n9q/BJO7pyAqxUq2cuH76Y2JX69xj6Pj9pl8h/XVTnUWq2fT3m2qFjuNZCmIkBTGSghhJQYykIEZSECMpiJEUxEgKYiQFMZKCGElBjKQgRlIQIymIkRTESApiJAUxkoIYSUGMpCBGUhAjKYiRFMRICmIkBTGSghhJQYykIEZSECMpiJEUxEgKYiQFMZKCGElBjKQgRlIQIymIkRTESApiJAUxkoIYSUGMpCBGUhAjKYiRFMRICmIkBTGSghhJQYykIEZSECMpiJEUxEgKYiQFMZKCGElBjKQgRlIQIymIkRTESApiJAUxkoIYSUGMpCBGUhAjKYiRFMRICmIkBTGSghhJQYykIEZSECMpiJEUxEgKYiQFMZKCGElBjKQgRlIQIymIkRTESApiJAUxkoIYSUGMpCBGUhAjKYiRFMRICmIkBTGSgljE84J+CAgXnqUgRlIQIymIkRTESApiJAUxkoIYSUGMpCBGUhAjKYiRFMRICmIkBTGSghhJQYykIEZSECMpiJEUxEgKYiQFMZKCGElBjKQgRlIQIymIkRTESApiJAWxsyKphmvmHMi9KRJjyPTlq04dSH2LcUWtxzZMd3sXbot0WNDnHCAv9EqWpjr3x3amuk2vO1uPeqrG7S19rfPXtW6sv792VdDXo6uF/lmqsKDiZ6nmpo24OdeS/Mm2P36m+d7WrdIH3KjPts4/joU/DfpKZErIk5qz7m+16eaffv8XQxP3LrghdmtX9dFx/uiyuo7eb58747cbN/7u+qCvRcYE/TTZlRofs/nuPPN+s/WuhlHNx5vz65+vPXzFmNYrcLg8/lZNCe+DKp9Mvn7TEXfEgg/SPY5jqwrOcUeG/4Uv1Ekt+5/7h5xQ6zXHzy3q6+YWb4+feeSdtkldcDL5+u0lVf/qixffXlcwJnat8CcV6he+1dvdqDrL2jz3zN83cIo/+vUL8TOLS9zopqf974f6vn9uZ+5/3O5v/Lty0Jt/Dfo6ZFaok9o32P+e1ee8vITJ869reTbavzB290eH9jznjwpnl2W7vcumGzoo1EmdV+Z/P33m9LrE2R8PT3abJb91o9I9l5a7cflS++fHv/9hJ4K+AkEIdVKjPnCjSQ82LGk7+9Un3Kt/7N6qJ91o9AbbVFzoj09n7Z758e//3p2vbnBfQV+LDAr6zVxXen1i7JmOfWTH0aZJ6W/xn/7u6O++4Xmet+vnbnvGysSjO/oTn+e1Zsvb8x7tyrUjXmrd+vP0ywf0Xj3kwnvmH7zWlie/RekX3aikzsxs6Lt2ib/90FTve0GfT88Q6qTMNrzVb238nr0H55Vf+Erkh1++67U5tqLt8av2+t8jk/OrzMys+lvRl6w31gd9Nj1DyJPKnfnf60Yn/fx8S8XIpVkPryiI3bfjXydbXspKCq0loLJFbvaeyqDPpmcIeVJmn8rZnH9kSsX43CsS5868Pq32tk023m3Pj76dn/F1N8rLtpafG1dPbro/6LPpCXoH/QAyYUD1XJtrDYu27X+8qLpX0zdj5x4tOn/E4pbxhovc3ouGJFtnS1Fh0KfSEwT980HGHTu8dsW6QVWx1+DgHzzP8/7U2N61KsqOX4qf+JIJ8Qtfw5s1VTVVO07tj38v1T9n4tTxe3+0s7h/9MPLB14xM1uQ3d6KGz9snBL0WXV/IX7hK7um/ISZzTDz6uzitrMFa96dN7Bl/PJIs+aR27Ksob011xdPbO+Qs16In6UujQbS3JxsPqc8Z5k/qjlptvIJO+pv3XH9ES/+653Z7jalZ9l/AXdGiJO68vdutHtr8iNOtJz94ONmFdFfkZs1cYDFf10y6Zwcf27nw8c3B31e3V2Ik/pC9DOnyRstye9jbt7VeKs/Gj2s/tu7D/rj/rMG/STh0KtvvcoN13wl6PPq7kKcVN/BV23xR9sfvXFhU5s333unjPmSG89Zf1/0l18WbEq21t3RT6xKvxb0eXV3IU7KbM1bbvTi432OfGfdS7fs+ei9mX9fXLnp8rFDnjp9yp8blj+8pDL6K3a3DE22Uu72fpP80Xt/OTTbkE7Qn2J0rftz2r8Ce1bsW+nGeZ9PtdLdV7tjKvLcPj6XSibUz1Jmdxwu25f+iK2fHjz12Qfd1i+/n+q4Wf9wo0WXBX1W3VuIP5fyzfvc2H4TbjjwbLK5UaOer/lsvVn+7cXT/D03/irVOtl224wPHzIzO3eu2xcZ50a937YLgj7T7iLieZ98kW7vzNvLluc9U7+/2O24dseEJT8YPnBe5h7CsULvZTOzAUFfiy53diSFDAr5eylkHklBjKQgRlIQIymIkRTESApiJAUxkoIYSUHs/68YrpANftzpAAAAAElFTkSuQmCC' />"
CAP1,86DSR,89,CAP1,"<img alt='' src='data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASkAAADIEAQAAABObwPZAAAABGdBTUEAALGPC/xhBQAAACBjSFJNAAB6JgAAgIQAAPoAAACA6AAAdTAAAOpgAAA6mAAAF3CculE8AAAAAmJLR0T//xSrMc0AAAoqSURBVHja7d17kJV1HYDx5yAijYBIjJcUiEYSGbQ0VLwUaYCWkKkYKnlJTcekKJm8ICqi4aUxnZFRC1EETM1cEsGUIRFHzRzSHC/jnZuBistF5Lbj7tsfa8Me3neXc3Y5e75nez4zZ2b3977v772sPvPu8exrLkmSBEkKql25D0CSmmKkJIVmpCSFZqQkhWakJIVmpCSFZqQkhWakJIVmpCSFZqQkhWakJIVmpCSFZqQkhWakJIVmpCSFZqQkhWakJIVmpCSFZqQkhWakJIVmpCSFZqQkhWakJIVmpCSFZqQkhWakJIVmpCSFZqQkhWakJIXWvlw7zuWyx5Mke52G443N09g6hRxDIdu2ZP1iz7EU+yp220KOuSXrt+RnXch+i70+pfjnodifS7l+jsX+vFqTd1KSQjNSkkIzUpJCM1KSQjNSkkIzUpJCM1KSQjNSkkIzUpJCM1KSQjNSkkIzUpJCM1KSQjNSkkIzUpJCM1KSQjNSkkIzUpJCM1KSQjNSkkIzUpJCM1KSQjNSkkIzUpJCM1KSQjNSkkIzUpJCM1KSQjNSkkIzUpJCM1KSQjNSkkIzUpJCM1KSQjNSkkIzUpJCM1KSQjNSkkIzUpJCM1KSQjNSkkIzUpJCM1KSQjNSkkIzUpJCM1KSQjNSkkIzUpJCM1KSQjNSkkIzUpJCM1KSQjNSkkIzUpJCM1KSQjNSkkIzUpJCM1KSQjNSkkIzUpJCM1KSQjNSkkIzUpJCM1KSQjNSkkIzUpJCM1KSQjNSkkIzUpJCM1KSQjNSkkIzUpJCM1KSQjNSkkIzUpJCM1KSQjNSkkIzUpJCM1KSQjNSkkIzUpJCM1KSQjNSkkIzUpJCM1KSQjNSkkIzUpJCM1KSQjNSkkIzUpJCM1KSQjNSkkIzUpJCM1KSQjNSkkIzUpJCM1KSQjNSkkIzUpJCyyVJkpT7ICSpMd5JSQrNSEkKzUhJCs1ISQrNSEkKzUhJCs1ISQrNSEkKzUhJCs1ISQrNSEkKzUhJCs1ISQrNSEkKzUhJCs1ISQrNSEkKzUhJCs1ISQrNSEkKzUhJCs1ISQrNSEkKzUhJCs1ISQrNSEkKzUhJCs1ISQrNSEkKzUhJCs1IVbiV/4Hx/aHnrtBuBORy6dc+N8DNh8P6uc3bx4Qh2fOO3a/wOXrOy56jqVe7AbDfIXDrpVC3qtxXWuWSS5IkKfdBqHjr1sHYA2DqAqBv4dv99mQYVwUU8VPv2ReWv5W9rG4j5L5UwBzzYPlxzT/fXX8A88+DgScXvs2qVbDnUkgOrf++10BY8o/mH4PKwzupCrRsGfTrAVNXUlSgAK6sgqNWQt2GwtZftKjxQAG8/pvWOecNj8MRp8DC/oVv83DvrYFS5TJSFaa6Gg6uhRXrmz/H83vDiW8Utu59Q5pefvPC1j3/774ONTduf73Nm+GWoa17bCoNI1VhRt4Hq7+WseCX8Hvgw6th4wjYNBg+PhmqxsPeW9KrzzkMnu3R9L5qa2HGoqbXmfEa1E5u3rkkSfZr4x2w5BUYd0P2dmMua3reDRvgjNfg/Vk74oqr7BJVjBnXZv9rPWpckmy5pultR1+T3q7HgU1v8+STjWUk//XsC9s/9h4ZcxViWsb+uo3OX2fz5iRZMDdJrn4kSY6anSQ7Dc8+zl4Dy/WTU0t4J1VBrsq48xn2IMzsBB0mNL3t7RNgj1H5Y8tfhSUHNL7NPXunx07PeA/q+vtKd85n1kK78/LHVk+GulO3fn/XXXDMCTDxFHjuh1D7WOmOR63PSFWIefNgybnp8ZndgCsKm+PiP6THZh2Uve6mTTBrY3r8xpnQ/p78sSfuhC0vl+a827WDbl9Oj68bUJr9KR4jVSEevjw9NmYK7Dak8Dl+Pj09Nn237HUffRRqBuaP7f4y9FwBgw9Mrz///NKc9+efw5pl6fFNu2z9etSowudT5Wlf7gNQYZ6YA+yTPzb2TqCIOHS/CB6YDYsbfFao5xHZ696d8Wb7hCXAN2HsEHhi22UD4IQSnPdTT0Htg+nxTu81OK/u8MJoSIblrzOoN9TsX4KDUqsyUhVg3Tr44NL0+L6di5/rtL9tf51PPoEFs9PjZ/0YqIHvrYb26+HzBndhi/4Inw2CTmfsuPOuroazhmcv67Ik//vDb89Y6e0ddywqH3/dqwArVwL354/t3wlyT5dmf3/+OtRV5Y8dcAV0ran/OpeDoXult6s6qeX73rgOFlwAv6qCr0yCj2rS6/z0d4Bvjv/f8E6qAlRXp8d6n1O6/U3pCqzJH5s4Lv/7S4bB4w/nj014Bs4q4k9fcrmmDqLxRbcdVrpzVzzeSVWAtWvTY3sV8ce9xVi8GP69OD0+bJv/mnbsQ7Dz8dtsezxU15X2Wjx3BXT5Tmn3oViMVAXo0iU9lvQuzb5mZNzBDD4NOr6ZP5bLwdCMO6Hpl5TuOry0Gxw5qXTzKyYjVQG6d0+PrRhW/DyFmPpcemz+g9mPUpmb8Sb8dc38E5nG9HkeJneGmhfg4LWlOWfF5ntSFWDPPdNj74wBbi96Kv65AWb3qf+662ro9Q340SLoUAsvvQTLnmnZsa6phQ9Ww77dtr9uwQ8J+rRlx6TKZqQqQLdu0Oky+OymrWNLJkNtf9jpwuLmOvUNWL6ywcCL8Mo7cBAwrYCnCxTijt3B38q0o/jrXoU49NfpsTfvKW6O9ethec/0eO8ZUFcHM8bsmGO9aQNwbatfIrVRRqpC/Cxj7KpFxc0xZw6Q8fmmzjPrP9m99uj0sjXJdl5doMM5+dvUdYa3lpb7iqmtMFIV4rQ9YOdt/gRmVh28+1Thc9yW8dGCk+4C3oN7Mx7Le3Q/6Mp2XutgeMZd0y1zyn3F1FYYqQqRy8EvDkmPf/tc2Pj37W8/tT+8eGV6fOzI+icePJLxq96E2wo7tsvfTI9NWQV1M8t6ydRGGKkKcsuhsMs2f/j74VLocx0sXdb4dlMPggsuSo93Wg9HrofHHoMt16eXDyrwjfQBQ2HXe9Pj//qw3FdMbYGRqiQDYFHGM8VXLISv9oKj74e5C+Gd8fDiRLjxI+hdBee/CnWj09tVXQ+5HnB3v/SykVugfQF3aP9zesYjYyZ5J6UdodyPBlXxpk0v7LG+Tb0u7lc/V3V1krQ7J738lcuLO6a3r8neT8359cub+/jglujwlo8Pbgu8k6pAZ58Jj+/R/O3PvBgm717/9ccfQ93p6XUOLPLjCH0mwCEZH5N4+os7rC7TynGl1Bb4Yc4K9f2PYPHbMOppeL7AD3TmJsL0EfCTBs8179sXRj4AtQ3WO+ZYyO1V2JwN/WkwjL81f6zzF89Jv3Q+nN3K1+jCE5v1oXwF4//BuA149yL4y0Mw5a/w/qD8ZR2nwojjYdS34LjVkNvSrF1UpLrh8GmD50513Ak61jZ/PpWHkZIUmu9JSQrNSEkKzUhJCs1ISQrNSEkKzUhJCs1ISQrNSEkKzUhJCs1ISQrtv2ovkKH5GNJfAAAAAElFTkSuQmCC' />"
TAB1,ACEBEL- SR-200,70,TAB1,"<img alt='' src='data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASkAAADIEAAAAADBDZSOAAAABGdBTUEAALGPC/xhBQAAACBjSFJNAAB6JgAAgIQAAPoAAACA6AAAdTAAAOpgAAA6mAAAF3CculE8AAAAAmJLR0T//xSrMc0AAAb4SURBVHja7dxZbFRVAIfxc2kpBQMpsSqNqGBEFsWIgVC1hljbqgEkAgZZYjSRkBgTIlVAXiyrLIFoggoWQSwQRWRJEXnoABIaa8IiBhQwiCwitpFSoLQDdK4P0zudLtNO4U8Pmfl+PMyZu5zpufkynU6HOq5rAKF2tr8AxBqSghhJQYykIEZSECMpiJEUxEgKYiQFMZKCGElBjKQgRlIQIymIkRTESApiJAUxkoIYSUGMpCBGUhAjKYiRFMRICmIkBTGSghhJQYykIEZSEEu8mZMdp24c/AswwS3hfw2m8ZZoZgjX+NzwOSONm3+USLM1/yjRz9D8Kpq/bo3PjTRD83NGugLRPO7N/D0fnqUgRlIQIymIkRTESApiJAUxkoIYSUGMpCBGUhAjKYiRFMRICmIkBTGSghhJQYykIEZSECMpiJEUxEgKYiQFMZKCGElBjKQgRlIQIymIkRTESApiJAUxkoIYSUGMpCBGUhAjKYiRFMRICmIkBTGSghhJQYykIEZSECMpiJEUxEgKYiQFMZKCGElBjKQgRlIQIymIkRTESApiJAUxkoIYSUGMpCBGUhAjKYiRFMRICmIkBTGSghhJQYykIEZSECMpiJEUxEgKYiQFMZKCGElBjKQgRlIQIymIkRTESApiJAUxkoIYSUGMpCBGUhAjKYiRFMRICmIkBTGSghhJQYykIEZSECMpiJEUxEgKYiQFMZKCGElBjKQgRlIQIymIOa5r+0tAbOFZCmIkBTGSghhJQYykIEZSECMpiJEUxEgKYiQFMZKCGElBjKQgRlIQIymIkRTESApiJAUxkoIYSUGMpCBGUhAjKYiRFMRICmIkBTGSghhJQYykIEZSEIvRpHw+J2pbQ2flZddtzX2o8azFxc3Nk73o2BLb674dxGhSN2bl6brxkuNuVevOLpraO3fSvkBl03vLytrtdRzH6fGk7VXeajGaVIcOrT9n797TR8PvH36v9XN8PvCV7qamqT3f9nQH2b4qbSNGk8rIcK5He2zCuuDt6uz62xf+eCOPvPHC5mmNt1ZXL86xfU3aSowmZUwgwa3nzp+9PW4DL44zxpiamoK99WcoOFSzNNLsw0vCZ7jS5dDMBzO9feNPmgZ/rLKyctyhPzfZviJtJdH2F3C78Pkqnm+4rWTQ01Gd27HiEXPcl5zs32aMMVc2lDp3G2OM8ft/8u2s9rUvya8ptL2+thOzz1KttTLNG40NvYaas7oVEzyXMdgblhUFb5cte3borFHFL8VTUCRVq6pq0xVvPH9N4srgaPtn/gPRz9HpsDdyHrW9HptIyhhjzJYtV9ODo64H7j+b1d/bXvRm9HPsO+iN0mYHb8ePt70uG3gtZYwxZoXfG+X9ZR7Pzd7u3Rs4NMoZPp54tvYtiE7ju/YKjlJTS952hwXHQ3pe7W17lW3EjRORf+Jz3bKydiO9veXtXTcQSKzw7l9aW3fcnj3e1vCf+K5d+3XwhI1OP2/fyhNNPX5SbXAPpNu+Ercaz1LGmPUPB8qDo77vp8wzxnFyum2r3bfx5deaOKMw3am/IZTkqJFv9LC9Hrt4LWWMyU/xRrNmBG+nDPO25O1uzUzTf18/1/ZqbCMpc+LELye88bCBwdvMb9q/ULv3hf8C0c81v+99Iy6X2l6RXSRlCvK9UdaryUeCI8fJCX1n+2pKa2Y7e+zehIrWnBBzSMp8UeyNir6u+6jK9z94W2c38WuZ4SXlbvi/0kW7f0vNDe67mDotrpuK+6T27z/Vwqul8poz5xtvTan37653n+l7am1C7fvny1Mupdtelz1xn9SX81s+5tOu0czU8Z+s0GcXzmywvS574jypQKBgcstHLag0M6OZbcACb/THRtsrsyfOk9qx40KGN67/6qjcLe+S9HpwT6Dz0ZPRzHbqkje6vjSa42NTnCe1KvQWZUa/lAavj1IqhoeemxZvbXkuv98XuprdnZaPj1VxnVRV1Xehb3t5HzXeP/2IN8ovC6xpabaZe/5d6I0f+9v22uyJ66QKC/1zvPGQJl6mD8y5Y5U33ncu8jznzm1Lzrznwyzvfs5TyZdtr82euE5qRehXvWP8ib6mjhgb+jz6vHrPUoXp4f/dKi1tqH9n2Hvmy9+yvTKb4jip8+d9i73xjA+aPmZq6J31zQevTYxu3oIOPeLyc1KeuEmq84CGW0pLA2O9cf8IbyX0ynviHW+8KzspyUxq6XE2X5tQbXutdsVNUpN3NdzSp8+Y4tFmtBltPsl0ukU6b11W8JjRpnPaoEEd90d+hJ5T5lZXloyI8HGhSSNsX4G24rjuzU+ClgWGXyw0xpjkhOSam53r9kZSEIubb3xoKyQFMZKCGElBjKQgRlIQIymIkRTESApiJAWx/wEZaqb5aCrTmQAAAABJRU5ErkJggg==' />"
